MovieKey,Title,OriginalLanguage,Status
45269,The King's Speech,en,Released
45272,Country Strong,en,Released
45317,The Fighter,en,Released
45324,Casino Jack,en,Released
45380,Crazy Stone,zh,Released
45610,Machine Gun Preacher,en,Released
45612,Source Code,en,Released
45649,Rubber,en,Released
45650,The Hole,en,Released
45658,Everything Must Go,en,Released
45767,Time Changer,en,Released
45791,When Did You Last See Your Father?,en,Released
45881,The Bridge of San Luis Rey,en,Released
45958,Biutiful,es,Released
46138,Made in Dagenham,en,Released
46146,Troll Hunter,nb,Released
46195,Rio,en,Released
46252,Rust,en,Released
46256,The Lion of Judah,en,Released
46261,Don't Be Afraid of the Dark,en,Released
46332,Of Gods and Men,fr,Released
46415,Neal 'n' Nikki,en,Released
46420,The Loved Ones,en,Released
46435,Topsy-Turvy,en,Released
46503,All Good Things,en,Released
46528,The Warrior's Way,en,Released
46529,I Am Number Four,en,Released
46705,Blue Valentine,en,Released
46727,Speedway Junky,en,Released
46729,Fetching Cody,en,Released
46738,Incendies,fr,Released
46829,Barney's Version,en,Released
46838,Tucker and Dale vs Evil,en,Released
46849,Eye of the Dolphin,en,Released
46889,Living Out Loud,en,Released
46989,Blue Car,en,Released
47088,The Extra Man,en,Released
47327,Drive Angry,en,Released
47452,Love and Death on Long Island,en,Released
47502,Faithful,en,Released
47534,Fighting Tommy Riley,en,Released
47546,I Want Your Money,en,Released
47607,Tiny Furniture,en,Released
47686,Dream with the Fishes,en,Released
47692,Felicia's Journey,en,Released
47816,3 Strikes,en,Released
47889,Ruby in Paradise,en,Released
47890,Sphinx,en,Released
47933,Independence Day: Resurgence,en,Released
47941,Under the Rainbow,en,Released
47964,A Good Day to Die Hard,en,Released
48034,Little White Lies,fr,Released
48035,Ordet,da,Released
48138,Unknown,en,Released
48171,The Rite,en,Released
48217,The Widow of Saint-Pierre,en,Released
48231,A Dangerous Method,en,Released
48289,The Debt,en,Released
48309,Prison,en,Released
48340,Sanctum,en,Released
48382,"The Book of Mormon Movie, Volume 1: The Journey",en,Released
48463,Incident at Loch Ness,en,Released
48572,Red State,en,Released
48620,The Mighty Macs,en,Released
48988,Hall Pass,en,Released
49010,Hobo with a Shotgun,en,Released
49013,Cars 2,en,Released
49017,Dracula Untold,en,Released
49018,Insidious,en,Released
49020,Submarine,en,Released
49021,Killer Elite,en,Released
49022,Something Borrowed,en,Released
49026,The Dark Knight Rises,en,Released
49040,The Bourne Legacy,en,Released
49047,Gravity,en,Released
49049,Dredd,en,Released
49051,The Hobbit: An Unexpected Journey,en,Released
49081,The Rocket: The Legend of Rocket Richard,fr,Released
49365,Lady in White,en,Released
49444,Kung Fu Panda 2,en,Released
49471,Get on the Bus,en,Released
49478,Warriors of Virtue,en,Released
49517,Tinker Tailor Soldier Spy,en,Released
49519,The Croods,en,Released
49520,The Change-Up,en,Released
49521,Man of Steel,en,Released
49524,R.I.P.D.,en,Released
49526,Premium Rush,en,Released
49527,Man on a Ledge,en,Released
49529,John Carter,en,Released
49530,In Time,en,Released
49538,X-Men: First Class,en,Released
49730,Red Riding Hood,en,Released
49787,The Reef,en,Released
49852,The Nutcracker: The Untold Story,en,Released
49948,Fantasia 2000,en,Released
49950,The Roommate,en,Released
49951,Certifiably Jonathan,en,Released
49953,A Turtle's Tale: Sammy's Adventures,en,Released
49963,Walking and Talking,en,Released
50014,The Help,en,Released
50035,Lovely & Amazing,en,Released
50037,Beyond the Black Rainbow,en,Released
50135,Animals United,de,Released
50321,Mars Needs Moms,en,Released
50348,The Lincoln Lawyer,en,Released
50357,Apollo 18,en,Released
50359,Hop,en,Released
50456,Hanna,en,Released
50497,When the Lights Went Out,en,Released
50538,Evil Words,fr,Released
50544,Friends with Benefits,en,Released
50546,Just Go with It,en,Released
50601,5 Days of War,en,Released
50620,The Twilight Saga: Breaking Dawn - Part 2,en,Released
50646,"Crazy, Stupid, Love.",en,Released
50647,Wanderlust,en,Released
50698,Grave Encounters,en,Released
50725,Take Me Home Tonight,en,Released
50780,The Beaver,en,Released
50837,Martha Marcy May Marlene,en,Released
50839,Margin Call,en,Released
50848,The Names of Love,fr,Released
50875,Higher Ground,en,Post Production
50942,Creature,en,Released
51052,Arthur Christmas,en,Released
51130,Open Secret,en,Released
51162,Winnie the Pooh,en,Released
51384,"Lovely, Still",en,Released
51497,Fast Five,en,Released
51540,Horrible Bosses,en,Released
51588,Prom,en,Released
51820,The Salon,en,Released
51828,One Day,en,Released
51942,I Married a Strange Person!,en,Released
51955,Hav Plenty,en,Released
51995,Salvation Boulevard,en,Released
52010,"Ultramarines: A Warhammer 40,000 Movie",en,Released
52015,Stake Land,en,Released
52032,My Dog Tulip,en,Released
52067,Cedar Rapids,en,Released
52449,Bad Teacher,en,Released
52451,The Three Musketeers,en,Released
52462,The Pet,en,Released
52520,Underworld: Awakening,en,Released
52790,The Basket,en,Released
53113,One True Thing,en,Released
53182,300: Rise of an Empire,en,Released
53256,Three,de,Released
53457,Sarah's Key,fr,Released
53502,The Dead Undead,en,Released
53862,Trippin',en,Released
53953,The Tooth Fairy,de,Released
54054,One for the Money,en,Released
54138,Star Trek Into Darkness,en,Released
54518,Justin Bieber: Never Say Never,en,Released
54580,Mondays in the Sun,es,Released
54702,Malevolence,en,Released
54897,The Grace Card,en,Released
55123,Tumbleweeds,en,Released
55180,The Last Big Thing,en,Released
55301,Alvin and the Chipmunks: Chipwrecked,en,Released
55306,Ulee's Gold,en,Released
55347,Beginners,en,Released
55420,Another Earth,en,Released
55465,A Very Harold & Kumar Christmas,en,Released
55561,Clockwatchers,en,Released
55567,Standing Ovation,en,Released
55604,Boom Town,en,Released
55616,Dracula: Pages from a Virgin's Diary,en,Released
55720,A Better Life,en,Released
55721,Bridesmaids,en,Released
55779,Final Destination 5,en,Released
55787,Water for Elephants,en,Released
55831,Boynton Beach Club,en,Released
55903,Betty Fisher and Other Stories,fr,Released
56288,Spy Kids: All the Time in the World,en,Released
56292,Mission: Impossible - Ghost Protocol,en,Released
56491,In Her Line of Fire,en,Released
56601,The Perfect Game,en,Released
56666,Fiza,hi,Released
56715,Just Visiting,en,Released
56930,Tycoon,en,Released
57022,Sunshine State,en,Released
57089,Hoodwinked Too! Hood VS. Evil,en,Released
57119,Jumping the Broom,en,Released
57120,Meek's Cutoff,en,Released
57157,Young Adult,en,Released
57158,The Hobbit: The Desolation of Smaug,en,Released
57165,Wrath of the Titans,en,Released
57201,The Lone Ranger,en,Released
57212,War Horse,en,Released
57214,Project X,en,Released
57294,Crying with Laughter,en,Rumored
57431,The Sitter,en,Released
57612,Dolphins and Whales: Tribes of the Ocean,en,Released
57800,Ice Age: Continental Drift,en,Released
57825,Bride & Prejudice,en,Released
57876,Area 51,en,Released
57943,The Love Letter,en,Released
58048,Shanghai Surprise,en,Released
58051,Housefull,hi,Released
58151,Fright Night,en,Released
58224,Mr. Popper's Penguins,en,Released
58233,Johnny English Reborn,en,Released
58428,The Innkeepers,en,Released
58431,Pride and Prejudice and Zombies,en,Released
58492,The Greatest Movie Ever Sold,en,Released
58574,Sherlock Holmes: A Game of Shadows,en,Released
58595,Snow White and the Huntsman,en,Released
58626,The Hit List,en,Released
58680,Woo,en,Released
58882,Snow Flower and the Secret Fan,en,Released
59108,Tower Heist,en,Released
59436,Midnight in Paris,en,Released
59440,Warrior,en,Released
59457,Womb,en,Released
59678,Attack the Block,en,Released
59728,The 5th Quarter,en,Released
59859,Kick-Ass 2,en,Released
59860,Monte Carlo,en,Released
59861,Larry Crowne,en,Released
59917,Cotton Comes to Harlem,en,Released
59930,The Inkwell,en,Released
59961,Safe House,en,Released
59962,This Means War,en,Released
59965,Abduction,en,Released
59967,Looper,en,Released
59968,Our Idiot Brother,en,Released
59981,Legends of Oz: Dorothy's Return,en,Released
60243,A Separation,fa,Released
60304,Hansel & Gretel: Witch Hunters,en,Released
60307,Diary of a Wimpy Kid: Rodrick Rules,en,Released
60308,Moneyball,en,Released
60309,The Conspirator,en,Released
60400,The Blue Bird,en,Released
60420,Like Crazy,en,Released
60421,Circumstance,fa,Released
60422,Another Happy Day,en,Released
60463,Sunday School Musical,en,Released
60599,Arbitrage,en,Released
61012,Silent Hill: Revelation 3D,en,Released
61038,Go for It!,en,Released
61337,Critical Care,en,Released
61752,Girl 6,en,Released
61791,Rise of the Planet of the Apes,en,Released
61891,Anonymous,en,Released
61984,Space Battleship Yamato,ja,Released
62008,Good Deeds,en,Released
62116,Mozart's Sister,fr,Released
62177,Brave,en,Released
62204,Quest for Fire,xx,Released
62206,30 Minutes or Less,en,Released
62211,Monsters University,en,Released
62213,Dark Shadows,en,Released
62214,Frankenweenie,en,Released
62215,Melancholia,da,Released
62255,Tracker,en,Released
62402,Guiana 1838,en,Released
62630,The Devil's Double,en,Released
62676,Limbo,en,Released
62677,Songcatcher,en,Released
62728,Brighton Rock,en,Released
62764,Mirror Mirror,en,Released
62835,Colombiana,en,Released
62837,Dolphin Tale,en,Released
62838,New Year's Eve,en,Released
63006,Dum Maaro Dum,hi,Released
63020,The Perez Family,en,Released
63287,The Poker House,en,Released
63492,What's Your Number?,en,Released
63574,Joyful Noise,en,Released
64328,The Muppets,en,Released
64499,Quinceañera,it,Released
64559,The Swindle,fr,Released
64639,Straw Dogs,en,Released
64678,The Art of Getting By,en,Released
64682,The Great Gatsby,en,Released
64685,Extremely Loud & Incredibly Close,en,Released
64686,47 Ronin,en,Released
64688,21 Jump Street,en,Released
64689,Killing Them Softly,en,Released
64690,Drive,en,Released
64720,Take Shelter,en,Released
64807,Grudge Match,en,Released
64973,"Peace, Propaganda & the Promised Land",en,Released
65055,Shark Night,en,Released
65057,The Descendants,en,Released
65086,The Woman in Black,en,Released
65203,The Broadway Melody,en,Released
65448,Penitentiary,en,Released
65749,Tango,es,Released
65754,The Girl with the Dragon Tattoo,en,Released
65759,Happy Feet Two,en,Released
66025,Mooz-lum,en,Released
66125,Red Dog,en,Released
66195,The Perfect Host,en,Released
66468,N-Secure,en,Released
66607,Saving Private Perez,en,Released
66767,Beat the World,en,Released
66942,Griff the Invisible,en,Released
67238,Cavite,en,Released
67373,This Thing of Ours,en,Released
67660,Think Like a Man,en,Released
67675,Glee: The Concert Movie,en,Released
67911,Bucky Larson: Born to Be a Star,en,Released
67913,The Guard,en,Released
68179,Escape from Planet Earth,en,Released
68202,Without Men,en,Released
68412,3 Backyards,en,Released
68684,Detention,en,Released
68718,Django Unchained,en,Released
68721,Iron Man 3,en,Released
68722,The Master,en,Released
68724,Elysium,en,Released
68726,Pacific Rim,en,Released
68727,Trance,en,Released
68728,Oz: The Great and Powerful,en,Released
68734,Argo,en,Released
68735,Warcraft,en,Released
68737,Seventh Son,en,Released
68812,The Iceman,en,Released
68818,Blackthorn,en,Released
68924,The Ice Storm,en,Released
69270,Super Hybrid,en,Released
69382,The Legend of God's Gun,en,Released
69640,Lies in Plain Sight,en,Released
69668,Dream House,en,Released
69848,One Man's Hero,en,Released
70006,Never Back Down 2: The Beatdown,en,Released
70074,Bullet to the Head,en,Released
70160,The Hunger Games,en,Released
70435,Haywire,en,Released
70436,The Raven,en,Released
70478,The Stewardesses,en,Released
70670,Headhunters,en,Released
70687,The Sticky Fingers of Time,en,Released
70829,The Last Godfather,en,Released
70868,I Don't Know How She Does It,en,Released
70875,The Harvest (La Cosecha),en,Rumored
70981,Prometheus,en,Released
71157,Polisse,fr,Released
71469,The Darkest Hour,en,Released
71547,Fascination,de,Released
71552,American Reunion,en,Released
71676,Ghost Rider: Spirit of Vengeance,en,Released
71679,Resident Evil: Retribution,en,Released
71688,The Iron Lady,en,Released
71805,Shipwrecked,en,Released
71859,We Need to Talk About Kevin,en,Released
71864,The Odd Life of Timothy Green,en,Released
71866,Tanner Hall,en,Released
71880,Jack and Jill,en,Released
72086,The Night Visitor,en,Released
72105,Ted,en,Released
72113,Carnage,en,Released
72190,World War Z,en,Released
72197,The Pirates! In an Adventure with Scientists!,en,Released
72207,The Five-Year Engagement,en,Released
72213,Courageous,en,Released
72331,Abraham Lincoln: Vampire Hunter,en,Released
72358,A Thousand Words,en,Released
72359,Peeples,en,Released
72387,Safe,en,Released
72431,Red Tails,en,Released
72545,Journey 2: The Mysterious Island,en,Released
72559,G.I. Joe: Retaliation,en,Released
72570,The Vow,en,Released
72571,Paranormal Activity 3,en,Released
72710,The Host,en,Released
72766,Newlyweds,en,Released
72913,Amigo,en,Released
72914,"Fat, Sick & Nearly Dead",en,Released
72976,Lincoln,en,Released
73191,The Nutcracker,en,Released
73247,Heartbeeps,en,Released
73511,The Californians,en,Released
73532,Le Havre,fr,Released
73567,Killer Joe,en,Released
73873,Albert Nobbs,en,Released
73935,Vamps,en,Released
73937,The Big Year,en,Released
73981,Ayurveda: Art of Being,en,Released
74084,Dil Jo Bhi Kahey...,hi,Released
74457,Redemption Road,en,Released
74465,We Bought a Zoo,en,Released
74510,Kevin Hart: Laugh at My Pain,en,Released
74534,The Best Exotic Marigold Hotel,en,Released
74536,The Son of No One,en,Released
74643,The Artist,en,Released
74725,Kill List,en,Released
74777,Absentia,en,Released
75033,Winnie Mandela,en,Released
75174,The Grey,en,Released
75531,Isn't She Great,de,Released
75612,Oblivion,en,Released
75638,Red Lights,en,Released
75656,Now You See Me,en,Released
75674,Act of Valor,en,Released
75780,Jack Reacher,en,Released
75861,To Write Love on Her Arms,en,Released
75900,My Week with Marilyn,en,Released
75986,Love Letters,en,Released
76025,Shame,en,Released
76163,The Expendables 2,en,Released
76170,The Wolverine,en,Released
76203,12 Years a Slave,en,Released
76285,Percy Jackson: Sea of Monsters,en,Released
76338,Thor: The Dark World,en,Released
76341,Mad Max: Fury Road,en,Released
76349,1911,zh,Released
76487,The Devil Inside,en,Released
76489,The Three Stooges,en,Released
76492,Hotel Transylvania,en,Released
76493,The Dictator,en,Released
76494,What to Expect When You're Expecting,en,Released
76617,Texas Chainsaw 3D,en,Released
76640,The Last Stand,en,Released
76649,Pompeii,en,Released
76706,Christmas Mail,en,Released
76726,Chronicle,en,Released
76757,Jupiter Ascending,en,Released
76758,The Flowers of War,zh,Released
76996,Love and Other Catastrophes,it,Released
77016,End of Watch,en,Released
77156,Alien Zone,en,Released
77174,ParaNorman,en,Released
77332,Urbania,en,Released
77459,A Monster in Paris,fr,Released
77495,Sleep Tight,es,Released
77866,Contraband,en,Released
77875,Playing for Keeps,en,Released
77877,The Lucky One,en,Released
77883,The Possession,en,Released
77930,Magic Mike,en,Released
77931,The Smurfs 2,en,Released
77934,The Christmas Bunny,en,Released
77948,The Cold Light of Day,en,Released
77949,The Awakening,en,Released
77950,Turbo,en,Released
77951,Walking With Dinosaurs,en,Released
77953,The Campaign,en,Released
77987,Only God Forgives,en,Released
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",en,Released
78307,On the Outs,en,Released
78373,"Dancer, Texas Pop. 81",en,Released
78381,Twixt,en,Released
78383,Nurse 3-D,en,Released
78394,Sea Rex 3D: Journey to a Prehistoric World,en,Released
78698,Big Miracle,en,Released
78705,Live-In Maid,en,Released
78814,We Have Your Husband,en,Released
79120,Weekend,en,Released
79161,51 Birch Street,en,Released
79316,Devil's Due,en,Released
79587,Four Single Fathers,en,Released
79694,The Apparition,en,Released
79698,The Lovers,en,Released
79777,In the Land of Blood and Honey,en,Released
79940,Tim and Eric's Billion Dollar Movie,en,Released
80035,The Watch,en,Released
80215,Indie Game: The Movie,en,Released
80271,LOL,en,Released
80274,Ender's Game,en,Released
80278,The Impossible,en,Released
80304,Casa De Mi Padre,en,Released
80321,Madagascar 3: Europe's Most Wanted,en,Released
80468,Some Guy Who Kills People,en,Released
80585,Rock of Ages,en,Released
81005,Jack the Giant Slayer,en,Released
81188,Rise of the Guardians,en,Released
81220,Everything Put Together,en,Released
81390,A Lonely Place to Die,en,Released
81796,Lockout,en,Released
81836,To Rome with Love,en,Released
82505,House at the End of the Street,en,Released
82507,Sinister,en,Released
82525,Savages,en,Released
82532,"Jeff, Who Lives at Home",en,Released
82533,Damsels in Distress,en,Released
82631,Won't Back Down,en,Released
82650,Diary of a Wimpy Kid: Dog Days,en,Released
82654,Warm Bodies,en,Released
82675,Taken 2,en,Released
82679,Fun Size,en,Released
82682,Gangster Squad,en,Released
82684,Chasing Mavericks,en,Released
82687,The Guilt Trip,en,Released
82690,Wreck-It Ralph,en,Released
82693,Silver Linings Playbook,en,Released
82695,Les Misérables,en,Released
82696,Hope Springs,en,Released
82700,After Earth,en,Released
82702,How to Train Your Dragon 2,en,Released
82703,Mr. Peabody & Sherman,en,Released
82990,Paranormal Activity 4,en,Released
83542,Cloud Atlas,en,Released
83588,Middle of Nowhere,en,Released
83666,Moonrise Kingdom,en,Released
83686,The Words,en,Released
83770,On the Road,en,Released
83860,October Baby,en,Released
84174,Bachelorette,en,Released
84175,Beasts of the Southern Wild,en,Released
84178,Black Rock,en,Released
84184,Celeste & Jesse Forever,en,Released
84188,Compliance,en,Released
84197,Filly Brown,en,Released
84200,"For a Good Time, Call...",en,Released
84204,Grabbers,en,Released
84318,The Other Dream Team,en,Released
84329,Robot & Frank,en,Released
84332,Safety Not Guaranteed,en,Released
84355,Your Sister's Sister,en,Released
84401,Sholem Aleichem: Laughing In The Darkness,en,Released
84659,The Naked Ape,en,Rumored
84892,The Perks of Being a Wallflower,en,Released
85350,Boyhood,en,Released
85446,Step Up Revolution,en,Released
85860,The FP,en,Released
86304,All Superheroes Must Die,en,Released
86331,Desire,fr,Released
86549,August,en,Released
86812,Sound of My Voice,en,Released
86825,Stoker,en,Released
86829,Inside Llewyn Davis,en,Released
86834,Noah,en,Released
86837,Amour,fr,Released
86838,Seven Psychopaths,en,Released
87093,Big Eyes,en,Released
87101,Terminator Genisys,en,Released
87421,Riddick,en,Released
87428,That's My Boy,en,Released
87499,The East,en,Released
87502,Flight,en,Released
87567,The Big Wedding,en,Released
87729,Jefferson in Paris,en,Released
87818,Movie 43,en,Released
87825,Trouble with the Curve,en,Released
87826,Here Comes the Boom,en,Released
87827,Life of Pi,en,Released
87943,Sisters in Law,en,Released
88005,Seeking a Friend for the End of the World,en,Released
88036,Sparkle,en,Released
88042,Parental Guidance,en,Released
88641,There Goes My Baby,en,Released
88751,Journey to the Center of the Earth,en,Released
88794,J. Edgar,en,Released
89325,Darling Companion,en,Released
89492,This Is 40,en,Released
89540,The Other Conquest,es,Released
89708,Samsara,en,Released
89750,"Pink Ribbons, Inc.",en,Released
89857,High Road,en,Released
89861,Stiff Upper Lips,en,Released
90369,Now Is Good,en,Released
90414,"I Love You, Don't Touch Me!",fr,Released
91070,L!fe Happens,en,Released
91076,Illuminata,en,Released
91122,16 to Life,en,Released
91314,Transformers: Age of Extinction,en,Released
91586,Insidious: Chapter 2,en,Released
91721,Nothing But a Man,en,Released
92182,Silent House,en,Released
92591,Bernie,en,Released
92635,Snow White: A Deadly Summer,en,Released
93456,Despicable Me 2,en,Released
93856,Chernobyl Diaries,en,Released
94072,Straight Out of Brooklyn,en,Released
94329,The Raid,id,Released
94348,Alex Cross,en,Released
94352,Cirque du Soleil: Worlds Away,en,Released
95755,Small Apartments,en,Released
96238,Never Again,en,Released
96399,For Greater Glory - The True Story of Cristiada,en,Released
96534,My Last Day Without You,de,Released
96721,Rush,en,Released
96724,Anna Karenina,en,Released
97020,RoboCop,en,Released
97367,The Place Beyond the Pines,en,Released
97370,Under the Skin,en,Released
97430,The Man with the Iron Fists,en,Released
97614,Deadfall,en,Released
97630,Zero Dark Thirty,en,Released
98357,Broken City,en,Released
98369,Blue Like Jazz,en,Released
98549,The Legend of Hell's Gate: An American Conspiracy,en,Released
98557,Dysfunctional Friends,en,Released
98566,Teenage Mutant Ninja Turtles,en,Released
98568,Enter Nowhere,en,Released
99826,The Jimmy Show,en,Released
99861,Avengers: Age of Ultron,en,Released
100042,Dumb and Dumber To,en,Released
100241,"I, Frankenstein",en,Released
100275,Eddie: The Sleepwalking Cannibal,en,Released
100402,Captain America: The Winter Soldier,en,Released
100975,Just Looking,en,Released
101173,Coriolanus,en,Released
101179,Truth or Dare,en,Released
101267,Katy Perry: Part of Me,en,Released
101299,The Hunger Games: Catching Fire,en,Released
102362,Dead Man Down,en,Released
102382,The Amazing Spider-Man 2,en,Released
102651,Maleficent,en,Released
102840,Sex With Strangers,en,Released
102899,Ant-Man,en,Released
103328,Holy Motors,en,Released
103370,Madea's Witness Protection,en,Released
103620,Maniac,en,Released
103663,The Hunt,da,Released
103731,Mud,en,Released
103903,Outside Bet,en,Released
104755,The Lords of Salem,en,Released
104896,A Dog Of Flanders,en,Released
105864,The Good Dinosaur,en,Released
106646,The Wolf of Wall Street,en,Released
106747,Machete Kills,en,Released
106845,Re-Kill,en,Released
107315,Below Zero,en,Released
107811,21 & Over,en,Released
107846,Escape Plan,en,Released
107985,The World's End,en,Released
108346,Dreaming of Joseph Lees,en,Released
109091,The Counselor,en,Released
109410,42,en,Released
109414,This Is the End,en,Released
109417,Battle of the Year,en,Released
109418,Grown Ups 2,en,Released
109421,Side Effects,en,Released
109424,Captain Phillips,en,Released
109428,Evil Dead,en,Released
109431,Identity Thief,en,Released
109443,Anchorman 2: The Legend Continues,en,Released
109445,Frozen,en,Released
109451,Cloudy with a Chance of Meatballs 2,en,Released
109491,Beautiful Creatures,en,Released
109513,Hit & Run,en,Released
109729,The Canyons,en,Released
110402,Hard to Be a God,ru,Released
110415,Snowpiercer,ko,Released
110683,The Wicked Lady,en,Released
111190,Adore,en,Released
111794,20 Dates,en,Released
112430,The Company,en,Released
112456,Hardflip,en,Released
112937,The Oogieloves in the Big Balloon Adventure,en,Released
112949,Safe Haven,en,Released
113406,Should've Been Romeo,en,Released
113464,Inchon,en,Released
113947,The Sessions,en,Released
114065,Down & Out With The Dolls,en,Released
114150,Pitch Perfect,en,Released
114635,The Helpers,en,Released
115210,Stitches,en,Released
115872,The Chambermaid on the Titanic,en,Released
116149,Paddington,en,Released
116584,Valley of the Heart's Delight,en,Released
116613,The Sweeney,en,Released
116711,Epic,en,Released
116741,The Internship,en,Released
116745,The Secret Life of Walter Mitty,en,Released
116977,Foodfight!,en,Released
117251,White House Down,en,Released
117263,Olympus Has Fallen,en,Released
117942,Girls Gone Dead,en,Released
118340,Guardians of the Galaxy,en,Released
118452,"First Love, Last Rites",en,Released
118612,After,en,Released
118957,Bait,en,Released
119283,Parker,en,Released
119450,Dawn of the Planet of the Apes,en,Released
119458,Supercapitalist,en,Released
119657,El Rey de Najayo,en,Released
120467,The Grand Budapest Hotel,en,Released
121676,Inescapable,en,Released
121826,Quartet,en,Released
121986,Frances Ha,en,Released
122081,Spring Breakers,en,Released
122906,About Time,en,Released
122917,The Hobbit: The Battle of the Five Armies,en,Released
123553,The Mortal Instruments: City of Bones,en,Released
123678,The Act of Killing,id,Released
124459,The Incredible Burt Wonderstone,en,Released
124606,Bang,en,Released
125052,Hurricane Streets,en,Released
125123,Among Giants,en,Released
125263,Broken Vessels,en,Released
125490,Antiviral,en,Released
125537,Smiling Fish & Goat On Fire,en,Released
126141,The Case of the Grinning Cat,en,Released
126186,Shanghai Calling,en,Released
126319,Ernest & Celestine,fr,Released
126509,2016: Obama's America,en,Released
127493,Stolen,en,Released
127560,The Railway Man,en,Released
127585,X-Men: Days of Future Past,en,Released
127867,The Brass Teapot,en,Released
127918,The Gatekeepers,en,Released
129139,The To Do List,en,Released
129670,Nebraska,en,Released
130150,Labor Day,en,Released
131631,The Hunger Games: Mockingjay - Part 1,en,Released
131634,The Hunger Games: Mockingjay - Part 2,en,Released
132232,Mama,en,Released
132316,Jab Tak Hai Jaan,hi,Released
132344,Before Midnight,en,Released
132363,The Butler,en,Released
133575,The Velocity of Gary,en,Released
133694,Promised Land,en,Released
133698,Fly Me to the Moon,fr,Released
133805,Carrie,en,Released
133931,Zambezia,en,Released
134371,Atlas Shrugged Part II,en,Released
134374,Pain & Gain,en,Released
134411,Snitch,en,Released
134597,The Collection,en,Released
135397,Jurassic World,en,Released
135595,Trade Of Innocents,en,Released
136400,2 Guns,en,Released
136795,The Heat,en,Released
136797,Need for Speed,en,Released
136835,No Good Deed,en,Released
137093,Last Vegas,en,Released
137094,Jack Ryan: Shadow Recruit,en,Released
137106,The Lego Movie,en,Released
137113,Edge of Tomorrow,en,Released
137321,Winter's Tale,en,Released
137347,Closer to the Moon,en,Released
137955,Crowsnest,en,Released
138103,The Expendables 3,en,Released
138697,Don Jon,en,Released
138832,We're the Millers,en,Released
138843,The Conjuring,en,Released
138976,Treachery,en,Released
139038,A Haunted House,en,Released
139715,Detention of the Dead,en,Released
139948,Burn,en,Released
139998,Supporting Characters,en,Released
140300,Kung Fu Panda 3,en,Released
140823,Saving Mr. Banks,en,Released
142061,"Batman: The Dark Knight Returns, Part 2",en,Released
142132,Sugar Town,en,Released
144336,Sabotage,en,Released
144340,Admission,en,Released
145220,Muppets Most Wanted,en,Released
146198,Triple 9,en,Released
146203,The Last Exorcism Part II,en,Released
146216,RED 2,en,Released
146227,Getaway,en,Released
146233,Prisoners,en,Released
146238,Runner Runner,en,Released
146239,Delivery Man,en,Released
146269,The Young Unknowns,en,Released
146304,The Best Man Holiday,en,Released
146631,U.F.O.,en,Released
146882,Elza,fr,Released
147441,Exodus: Gods and Kings,en,Released
147767,Khiladi 786,en,Released
147773,The Way Way Back,en,Released
150202,The Haunting in Connecticut 2: Ghosts of Georgia,en,Released
150211,The Frozen,en,Released
150540,Inside Out,en,Released
150689,Cinderella,en,Released
152532,Dallas Buyers Club,en,Released
152599,The Immigrant,en,Released
152601,Her,en,Released
152737,August: Osage County,en,Released
152742,The Best Offer,en,Released
152747,All Is Lost,en,Released
152760,The Monuments Men,en,Released
153158,Underdogs,es,Released
153397,Restless,en,Released
153518,The Angry Birds Movie,en,Released
153795,Straight A's,en,Released
156022,The Equalizer,en,Released
157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,en,Released
157185,Tin Can Man,en,Released
157293,ABCD (Any Body Can Dance),hi,Released
157336,Interstellar,en,Released
157350,Divergent,en,Released
157353,Transcendence,en,Released
157354,Fruitvale Station,en,Released
157386,The Spectacular Now,en,Released
157422,The Wicked Within,en,Released
157544,The Vatican Tapes,en,Released
157547,Oculus,en,Released
157841,The Young and Prodigious T.S. Spivet,en,Released
157847,Joe,en,Released
157849,A Most Wanted Man,en,Released
157909,Show Me,en,Released
158011,The Call,en,Released
158015,The Purge,en,Released
158150,How to Fall in Love,en,Released
158752,Escape from Tomorrow,en,Released
158852,Tomorrowland,en,Released
158895,This Is Martin Bonner,en,Released
159014,20 Feet from Stardom,en,Released
159037,The Square,ar,Released
159770,The Dirties,en,Released
159824,Hotel Transylvania 2,en,Released
160588,Blue Jasmine,en,Released
161795,Déjà Vu,en,Released
162396,The Big Swap,en,Released
162903,The Fifth Estate,en,Released
164372,The Snow Queen,ru,Released
164457,Out of the Furnace,en,Released
164558,One Direction: This Is Us,en,Released
165864,Hansel and Gretel Get Baked,en,Released
166424,Fantastic Four,en,Released
166624,Treading Water,en,Released
167073,Brooklyn,en,Released
168027,Freaky Deaky,en,Released
168259,Furious 7,en,Released
168530,Ride Along,en,Released
168672,American Hustle,en,Released
168705,BloodRayne,en,Released
169917,A Walk Among the Tombstones,en,Released
170480,The Deported,en,Released
170687,The Boxtrolls,en,Released
171274,Inherent Vice,en,Released
171424,The Green Inferno,en,Released
171759,The Lost Medallion: The Adventures of Billy Stone,en,Released
172385,Rio 2,en,Released
172391,Khumba,en,Released
172533,Drinking Buddies,en,Released
173224,Along the Roadside,en,Released
173931,Legend of a Rabbit,zh,Released
174311,All Is Bright,en,Released
174362,Bending Steel,en,Released
174751,Jane Got a Gun,en,Released
175291,Cheap Thrills,en,Released
175528,Baggage Claim,en,Released
175541,Black Nativity,en,Released
175555,A Madea Christmas,en,Released
